provider,stratum,query_index,query,source_rank,provider_id,doi,title,year,type,venue_or_topic,rejection_reasons
crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,18,10.1017/gmh.2025.26.pr3,10.1017/gmh.2025.26.pr3,Review: Effectiveness of ATMAN psychological intervention in reducing self-harm in young people in India: a mixed method case series — R0/PR3,2024,peer-review,,type_not_allowed:peer-review;missing_anchor_group:iatrogenic
crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,19,10.1017/gmh.2025.26.pr8,10.1017/gmh.2025.26.pr8,Review: Effectiveness of ATMAN psychological intervention in reducing self-harm in young people in India: a mixed method case series — R1/PR8,2025,peer-review,,type_not_allowed:peer-review;missing_anchor_group:iatrogenic
crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,20,10.1017/cbo9780511527029.007,10.1017/cbo9780511527029.007,Conceptual and ethical dimensions of medical harm,1998,book-chapter,Medical Harm,missing_anchor_group:iatrogenic
crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,22,10.1017/cbo9780511527029.005,10.1017/cbo9780511527029.005,The moral basis of medicine: why ‘do no harm’?,1998,book-chapter,Medical Harm,missing_anchor_group:iatrogenic
crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,23,10.1002/9780470774502.ch2,10.1002/9780470774502.ch2,Defining Medicine and the Nature of Iatrogenic Harm,2003,other,Limiting Harm in Health Care: A Nursing Perspective,type_not_allowed:other
crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,25,10.1017/gmh.2025.26.pr10,10.1017/gmh.2025.26.pr10,Recommendation: Effectiveness of ATMAN psychological intervention in reducing self-harm in young people in India: a mixed method case series — R1/PR10,2025,peer-review,,type_not_allowed:peer-review;missing_anchor_group:iatrogenic
crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,26,10.1017/gmh.2025.26.pr5,10.1017/gmh.2025.26.pr5,Recommendation: Effectiveness of ATMAN psychological intervention in reducing self-harm in young people in India: a mixed method case series — R0/PR5,2024,peer-review,,type_not_allowed:peer-review;missing_anchor_group:iatrogenic
crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,27,10.1017/gmh.2025.26.pr6,10.1017/gmh.2025.26.pr6,Decision: Effectiveness of ATMAN psychological intervention in reducing self-harm in young people in India: a mixed method case series — R0/PR6,2025,peer-review,,type_not_allowed:peer-review;missing_anchor_group:iatrogenic
crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,28,10.1017/gmh.2025.26.pr15,10.1017/gmh.2025.26.pr15,Decision: Effectiveness of ATMAN psychological intervention in reducing self-harm in young people in India: a mixed method case series — R2/PR15,2025,peer-review,,type_not_allowed:peer-review;missing_anchor_group:iatrogenic
crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,29,10.1017/gmh.2025.26.pr11,10.1017/gmh.2025.26.pr11,Decision: Effectiveness of ATMAN psychological intervention in reducing self-harm in young people in India: a mixed method case series — R1/PR11,2025,peer-review,,type_not_allowed:peer-review;missing_anchor_group:iatrogenic
crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,30,10.1017/gmh.2025.26.pr14,10.1017/gmh.2025.26.pr14,Recommendation: Effectiveness of ATMAN psychological intervention in reducing self-harm in young people in India: a mixed method case series — R2/PR14,2025,peer-review,,type_not_allowed:peer-review;missing_anchor_group:iatrogenic
crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,31,10.1192/bjp.193.4.345,10.1192/bjp.193.4.345,Risk of harm after psychological intervention,2008,journal-article,British Journal of Psychiatry,missing_anchor_group:iatrogenic
crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,33,10.4324/9780203782651-18,10.4324/9780203782651-18,Helping the Victims of Iatrogenic Damage,2013,book-chapter,Helping the Helpers Not to Harm,missing_anchor_group:treatment|therapy|intervention|harm
crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,34,10.1017/gmh.2025.26.pr12,10.1017/gmh.2025.26.pr12,Author comment: Effectiveness of ATMAN psychological intervention in reducing self-harm in young people in India: a mixed method case series — R2/PR12,2025,peer-review,,type_not_allowed:peer-review;missing_anchor_group:iatrogenic
crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,35,10.1017/gmh.2025.26.pr7,10.1017/gmh.2025.26.pr7,Author comment: Effectiveness of ATMAN psychological intervention in reducing self-harm in young people in India: a mixed method case series — R1/PR7,2025,peer-review,,type_not_allowed:peer-review;missing_anchor_group:iatrogenic
crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,36,10.1017/gmh.2025.26.pr1,10.1017/gmh.2025.26.pr1,Author comment: Effectiveness of ATMAN psychological intervention in reducing self-harm in young people in India: a mixed method case series — R0/PR1,2024,peer-review,,type_not_allowed:peer-review;missing_anchor_group:iatrogenic
crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,38,10.1017/cbo9780511527029.014,10.1017/cbo9780511527029.014,Bibliography,1998,book-chapter,Medical Harm,missing_anchor_group:iatrogenic;missing_anchor_group:treatment|therapy|intervention|harm
crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,39,10.4324/9780203782651-13,10.4324/9780203782651-13,m The Difficulties of Preventing Iatrogenic Damage,2013,book-chapter,Helping the Helpers Not to Harm,missing_anchor_group:treatment|therapy|intervention|harm
crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,40,10.1136/medethics-2014-102073,10.1136/medethics-2014-102073,Minimizing harm via psychological intervention: response to Glannon,2014,journal-article,Journal of Medical Ethics,missing_anchor_group:iatrogenic
crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,41,10.1017/cbo9780511527029.001,10.1017/cbo9780511527029.001,Introduction,1998,book-chapter,Medical Harm,missing_anchor_group:iatrogenic;missing_anchor_group:treatment|therapy|intervention|harm
crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,42,10.1017/cbo9780511527029.006,10.1017/cbo9780511527029.006,Due care as a specification of the duty to ‘do no harm’,1998,book-chapter,Medical Harm,missing_anchor_group:iatrogenic
crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,48,10.1017/cbo9780511527029.010,10.1017/cbo9780511527029.010,Unnecessary surgery,1998,book-chapter,Medical Harm,missing_anchor_group:iatrogenic;missing_anchor_group:treatment|therapy|intervention|harm
crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,49,10.4324/9780203875780-13,10.4324/9780203875780-13,Self-harm and attachment,2009,book-chapter,Managing Self-Harm,missing_anchor_group:iatrogenic
crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,50,10.53902/jpssr.2021.01.000522,10.53902/jpssr.2021.01.000522,Case Presentation: Iatrogenic Psychosis,2021,journal-article,Journal of Psychological Science and Research,missing_anchor_group:treatment|therapy|intervention|harm
openalex,backfire_iatrogenic,3,backfire counterproductive intervention systematic review,1,https://openalex.org/W3159759907,10.1007/s11142-021-09609-5,Mandatory CSR and sustainability reporting: economic analysis and literature review,2021,article,Corporate Social Responsibility Reporting,missing_anchor_group:backfire|counterproductive|unintended consequence|boomerang;missing_anchor_group:intervention|policy|treatment|campaign
openalex,backfire_iatrogenic,3,backfire counterproductive intervention systematic review,2,https://openalex.org/W3092262546,10.3390/vaccines8040590,Addressing Parental Vaccine Hesitancy towards Childhood Vaccines in the United States: A Systematic Literature Review of Communication Interventions and Strategies,2020,review,Vaccine Coverage and Hesitancy,type_not_allowed:review;missing_anchor_group:backfire|counterproductive|unintended consequence|boomerang
openalex,backfire_iatrogenic,3,backfire counterproductive intervention systematic review,3,https://openalex.org/W3204283382,10.1136/bmjgh-2021-006237,Nudging toward vaccination: a systematic review,2021,review,Vaccine Coverage and Hesitancy,type_not_allowed:review;missing_anchor_group:backfire|counterproductive|unintended consequence|boomerang;missing_anchor_group:intervention|policy|treatment|campaign
openalex,backfire_iatrogenic,3,backfire counterproductive intervention systematic review,4,https://openalex.org/W2146868725,10.1257/jep.25.4.191,When and Why Incentives (Don't) Work to Modify Behavior,2011,article,Experimental Behavioral Economics Studies,missing_anchor_group:backfire|counterproductive|unintended consequence|boomerang;missing_anchor_group:intervention|policy|treatment|campaign
openalex,backfire_iatrogenic,3,backfire counterproductive intervention systematic review,5,https://openalex.org/W4310780108,10.2196/40201,"The Prevalence, Features, Influencing Factors, and Solutions for COVID-19 Vaccine Misinformation: Systematic Review",2022,review,Misinformation and Its Impacts,type_not_allowed:review;missing_anchor_group:backfire|counterproductive|unintended consequence|boomerang;missing_anchor_group:intervention|policy|treatment|campaign
openalex,backfire_iatrogenic,3,backfire counterproductive intervention systematic review,6,https://openalex.org/W4229079390,10.1108/intr-08-2021-0600,How to explain AI systems to end users: a systematic literature review and research agenda,2022,review,Ethics and Social Impacts of AI,type_not_allowed:review;missing_anchor_group:backfire|counterproductive|unintended consequence|boomerang;missing_anchor_group:intervention|policy|treatment|campaign
openalex,backfire_iatrogenic,3,backfire counterproductive intervention systematic review,7,https://openalex.org/W3207204489,10.3389/fpsyg.2021.719692,Interventions to Dispel Neuromyths in Educational Settings—A Review,2021,article,"Neuroscience, Education and Cognitive Function",missing_anchor_group:backfire|counterproductive|unintended consequence|boomerang
openalex,backfire_iatrogenic,3,backfire counterproductive intervention systematic review,8,https://openalex.org/W2091144367,10.1080/17437199.2013.848409,"Everything should be as simple as possible, but no simpler: towards a protocol for accumulating evidence regarding the active content of health behaviour change interventions",2013,article,Behavioral Health and Interventions,missing_anchor_group:backfire|counterproductive|unintended consequence|boomerang
openalex,backfire_iatrogenic,3,backfire counterproductive intervention systematic review,9,https://openalex.org/W3130783464,10.1136/bmjopen-2021-048750,What influences people’s responses to public health messages for managing risks and preventing infectious diseases? A rapid systematic review of the evidence and recommendations,2021,review,Behavioral Health and Interventions,type_not_allowed:review;missing_anchor_group:backfire|counterproductive|unintended consequence|boomerang;missing_anchor_group:intervention|policy|treatment|campaign
openalex,backfire_iatrogenic,3,backfire counterproductive intervention systematic review,10,https://openalex.org/W4381929757,10.1016/j.foodqual.2023.104923,Immediate backfire? Nudging sustainable food choices and psychological reactance,2023,article,Environmental Education and Sustainability,missing_anchor_group:intervention|policy|treatment|campaign
openalex,backfire_iatrogenic,3,backfire counterproductive intervention systematic review,11,https://openalex.org/W4412740721,10.4018/jgim.386381,A Systematic Review of AI Ethics in Education,2025,review,Ethics and Social Impacts of AI,type_not_allowed:review;missing_anchor_group:backfire|counterproductive|unintended consequence|boomerang;missing_anchor_group:intervention|policy|treatment|campaign
openalex,backfire_iatrogenic,3,backfire counterproductive intervention systematic review,12,https://openalex.org/W4308366785,10.1017/s1463423622000512,Parental childhood vaccine hesitancy and predicting uptake of vaccinations: a systematic review,2022,review,Vaccine Coverage and Hesitancy,type_not_allowed:review;missing_anchor_group:backfire|counterproductive|unintended consequence|boomerang;missing_anchor_group:intervention|policy|treatment|campaign
openalex,backfire_iatrogenic,3,backfire counterproductive intervention systematic review,13,https://openalex.org/W2603963362,10.1111/joes.12201,FROM THE LAB TO THE FIELD: A REVIEW OF TAX EXPERIMENTS,2017,article,Taxation and Compliance Studies,missing_anchor_group:backfire|counterproductive|unintended consequence|boomerang;missing_anchor_group:intervention|policy|treatment|campaign
openalex,backfire_iatrogenic,3,backfire counterproductive intervention systematic review,14,https://openalex.org/W3091966502,10.1111/sipr.12070,"Tackling Educational Inequalities with Social Psychology: Identities, Contexts, and Interventions",2020,article,Social and Intergroup Psychology,missing_anchor_group:backfire|counterproductive|unintended consequence|boomerang
openalex,backfire_iatrogenic,3,backfire counterproductive intervention systematic review,15,https://openalex.org/W3003746058,10.5502/ijw.v10i1.754,Can positivity be counterproductive when suffering domestic abuse?: A narrative review,2020,review,Intimate Partner and Family Violence,type_not_allowed:review;missing_anchor_group:intervention|policy|treatment|campaign
